"last_name, first_name","player_id","year","home_run","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","b_total_bases","woba"
"Abreu, José",547989,2020,19,22.5,6.9,".317",".617",".370","0.987","60","148",".411"
"Díaz, Elias",553869,2020,2,20.5,6.8,".235",".353",".288","0.641","9","24",".281"
"Narváez, Omar",553882,2020,2,31,12.7,".176",".269",".294","0.563","10","29",".262"
"Astudillo, Willians",553902,2020,1,12.5,0,".250",".500",".250","0.750","3","8",".311"
"Suárez, Eugenio",553993,2020,15,29,13,".202",".470",".312","0.782","38","93",".332"
"Polanco, Gregory",570256,2020,7,37.4,7.5,".153",".325",".214","0.539","22","51",".232"
"Santana, Domingo",570267,2020,2,29.8,15.5,".157",".286",".298","0.584","12","20",".271"
"González, Erik",570481,2020,3,26.4,4.1,".227",".359",".255","0.614","20","65",".262"
"Urshela, Gio",570482,2020,6,14.4,10.3,".298",".490",".368","0.858","30","74",".365"
"Sánchez, Yolmer",570560,2020,1,23.8,23.8,".313",".688",".476","1.164","1","11",".480"
"Schoop, Jonathan",570731,2020,8,22,4.5,".278",".475",".324","0.799","23","77",".340"
"Adams, Matt",571431,2020,2,35.3,3.9,".184",".347",".216","0.563","9","17",".240"
"Arenado, Nolan",571448,2020,8,10,7.5,".253",".434",".303","0.737","26","79",".308"
"Barnhart, Tucker",571466,2020,5,25.5,10.9,".204",".388",".291","0.679","13","38",".296"
"Davidson, Matt",571602,2020,3,27.7,8.5,".163",".395",".234","0.629","11","17",".268"
"Farmer, Kyle",571657,2020,0,18.6,7.1,".266",".313",".329","0.642","4","20",".290"
"Goodwin, Brian",571718,2020,6,32.9,10.4,".215",".417",".299","0.716","22","60",".305"
"Hamilton, Billy",571740,2020,1,19.4,5.6,".125",".219",".171","0.390","2","7",".172"
"Hernández, Enrique",571771,2020,5,20.9,4.1,".230",".410",".270","0.680","20","57",".290"
"Holt, Brock",571788,2020,0,22.6,8.5,".211",".274",".283","0.557","5","26",".253"
"Lamb, Jake",571875,2020,3,25.3,8.1,".193",".352",".283","0.635","10","31",".281"
"Muncy, Max",571970,2020,12,24.2,15.7,".192",".389",".331","0.720","27","79",".316"
"Murphy, John Ryan",571974,2020,0,44.4,6.3,".172",".207",".226","0.433","2","12",".199"
"Myers, Wil",571976,2020,15,25.7,8.3,".288",".606",".353","0.959","40","120",".400"
"Naquin, Tyler",571980,2020,4,28.4,3.5,".218",".383",".248","0.631","20","51",".268"
"Owings, Chris",572008,2020,2,25,6.8,".268",".439",".318","0.757","5","18",".326"
"Phegley, Josh",572033,2020,1,16.7,5.6,".063",".250",".167","0.417","2","4",".189"
"Piscotty, Stephen",572039,2020,5,31,5.3,".226",".358",".271","0.629","29","57",".273"
"Pollock, AJ",572041,2020,16,21.4,5.7,".276",".566",".314","0.880","34","111",".364"
"Seager, Kyle",572122,2020,9,13.3,12.9,".241",".433",".355","0.788","40","88",".338"
"Taylor, Michael A.",572191,2020,5,27.3,6.1,".196",".424",".253","0.677","16","39",".287"
"Voit III, Luke",572228,2020,22,23.1,7.3,".277",".610",".338","0.948","52","130",".393"
"Walker, Christian",572233,2020,7,20.6,7.8,".271",".459",".333","0.792","34","100",".339"
"Zunino, Mike",572287,2020,4,44,7.1,".147",".360",".238","0.598","10","27",".261"
"Goins, Ryan",572365,2020,0,10,10,".000",".000",".100","0.100","0","0",".070"
"Carpenter, Matt",572761,2020,4,28.4,13.6,".186",".314",".325","0.639","24","44",".293"
"Dickerson, Corey",572816,2020,7,16.7,7.1,".258",".402",".311","0.713","17","78",".308"
"Dozier, Brian",572821,2020,0,31.3,6.3,".133",".133",".188","0.321","0","2",".154"
"Garneau, Dustin",572863,2020,1,32.6,13,".158",".289",".273","0.562","4","11",".256"
"Ruf, Darin",573131,2020,5,23,13,".276",".517",".370","0.887","18","45",".379"
"Yastrzemski, Mike",573262,2020,10,24.4,13.3,".297",".568",".400","0.968","35","109",".407"
"Contreras, Willson",575929,2020,7,25.3,8.9,".243",".407",".356","0.763","26","77",".336"
"Gyorko, Jedd",576397,2020,9,28.1,11.1,".248",".504",".333","0.837","17","59",".351"
"Iglesias, Jose",578428,2020,3,11.3,2,".373",".556",".400","0.956","24","79",".407"
"Hechavarría, Adeiny",588751,2020,0,19,6.3,".254",".305",".302","0.607","2","18",".271"
"Osuna, José",591741,2020,4,19.5,4.9,".205",".397",".244","0.641","11","31",".273"
"Bryant, Kris",592178,2020,4,27.2,8.2,".206",".351",".293","0.644","11","46",".285"
"Canha, Mark",592192,2020,5,22.2,15.2,".246",".408",".387","0.795","33","78",".351"
"Casali, Curt",592200,2020,6,31.2,15.1,".224",".500",".366","0.866","8","38",".372"
"Castellanos, Nick",592206,2020,14,28.5,7.9,".225",".486",".298","0.784","34","106",".329"
"DeShields, Delino",592261,2020,0,24.2,7.5,".252",".318",".310","0.628","7","34",".280"
"Drury, Brandon",592273,2020,0,18.4,4.1,".152",".174",".184","0.358","1","8",".162"
"Gamel, Ben",592325,2020,3,30.7,10.2,".237",".404",".315","0.719","10","46",".313"
"Goodrum, Niko",592348,2020,5,38.5,10.1,".184",".335",".263","0.598","20","53",".262"
"Holaday, Bryan",592407,2020,0,27.3,6.1,".161",".194",".212","0.406","4","6",".187"
"Jones, JaCoby",592444,2020,5,31.5,6.5,".268",".515",".333","0.848","14","50",".358"
"Judge, Aaron",592450,2020,9,28.1,8.8,".257",".554",".336","0.890","22","56",".375"
"Machado, Manny",592518,2020,16,14.6,10.2,".304",".580",".370","0.950","47","130",".391"
"Marmolejos, José",592530,2020,6,27.8,6.1,".206",".411",".261","0.672","18","44",".287"
"Moran, Colin",592567,2020,10,26,9.5,".247",".472",".325","0.797","23","84",".340"
"Payton, Mark",592622,2020,0,25,10,".167",".222",".250","0.472","0","4",".220"
"Pederson, Joc",592626,2020,7,24.6,8,".190",".397",".285","0.682","16","48",".297"
"Ravelo, Rangel",592660,2020,1,14.6,9.8,".171",".286",".244","0.530","6","10",".233"
"Realmuto, J.T.",592663,2020,11,24.6,8.2,".266",".491",".349","0.840","32","85",".361"
"Renfroe, Hunter",592669,2020,8,26.6,10.1,".156",".393",".252","0.645","22","48",".277"
"Rosario, Eddie",592696,2020,13,14.7,8.2,".257",".476",".316","0.792","42","100",".333"
"Simmons, Andrelton",592743,2020,0,12.6,6.3,".297",".356",".346","0.702","10","42",".313"
"Williams, Mason",592863,2020,0,50,0,".111",".222",".111","0.333","0","4",".136"
"Yelich, Christian",592885,2020,12,30.8,18.6,".205",".430",".356","0.786","22","86",".343"
"Merrifield, Whit",593160,2020,9,12.5,4.5,".282",".440",".325","0.765","30","109",".329"
"Bogaerts, Xander",593428,2020,11,18.2,9.3,".300",".502",".364","0.866","28","102",".368"
"Bonifacio, Jorge",593528,2020,2,27.7,5.3,".221",".326",".277","0.603","17","28",".266"
"Alberto, Hanser",593643,2020,3,13,2.2,".283",".393",".306","0.699","22","86",".301"
"Polanco, Jorge",593871,2020,4,15.5,5.8,".258",".354",".304","0.658","19","74",".289"
"Sanó, Miguel",593934,2020,13,43.9,8.8,".204",".478",".278","0.756","25","89",".317"
"Difo, Wilmer",594694,2020,0,22.2,16.7,".071",".071",".222","0.293","1","1",".165"
"Calhoun, Kole",594777,2020,16,21.9,12.3,".226",".526",".338","0.864","40","100",".362"
"Duvall, Adam",594807,2020,16,25.8,7.2,".237",".532",".301","0.833","33","101",".348"
"Eaton, Adam",594809,2020,4,18.2,6.8,".226",".384",".285","0.669","17","61",".287"
"Garcia, Greg",594824,2020,0,25.4,9.9,".200",".250",".279","0.529","11","15",".243"
"Gosselin, Phil",594838,2020,3,26.5,9.8,".250",".402",".324","0.726","12","37",".313"
"Kiermaier, Kevin",595281,2020,3,26.4,12.6,".217",".362",".321","0.683","22","50",".301"
"Knapp, Andrew",595284,2020,2,21.3,16.9,".278",".444",".404","0.848","15","32",".372"
"Riddle, JT",595375,2020,1,18.8,2.9,".149",".224",".174","0.398","1","15",".174"
"Wallach, Chad",595453,2020,1,25,6.3,".227",".364",".277","0.641","6","16",".278"
"Alfaro, Jorge",595751,2020,3,36,4,".226",".344",".280","0.624","16","32",".271"
"Profar, Jurickson",595777,2020,7,13.9,7.4,".278",".428",".343","0.771","25","77",".335"
"Báez, Javier",595879,2020,8,31.9,3,".203",".360",".238","0.598","24","80",".256"
"Cave, Jake",595909,2020,4,35.8,4.1,".221",".389",".285","0.674","15","44",".293"
"Evans, Phillip",595943,2020,1,15.6,11.1,".359",".487",".444","0.931","9","19",".409"
"Gallagher, Cam",595956,2020,1,18.3,10,".283",".434",".356","0.790","3","23",".344"
"Hedges, Austin",595978,2020,3,27.7,7.2,".145",".290",".231","0.521","6","20",".232"
"Heineman, Scott",595981,2020,1,20.4,3.7,".154",".269",".185","0.454","7","14",".197"
"Lindor, Francisco",596019,2020,8,15.4,9,".258",".415",".335","0.750","27","98",".324"
"Odor, Rougned",596059,2020,10,31.8,4.7,".167",".413",".209","0.622","30","57",".259"
"Slater, Austin",596103,2020,5,21.2,15.4,".282",".506",".408","0.914","7","43",".395"
"Smith Jr., Dwight",596105,2020,2,26.4,9.7,".222",".365",".306","0.671","6","23",".289"
"Story, Trevor",596115,2020,11,24.3,9.3,".289",".519",".355","0.874","28","122",".370"
"Stubbs, Garrett",596117,2020,0,0,0,".125",".125",".111","0.236","1","1",".098"
"Vogelbach, Daniel",596129,2020,6,24.3,14.7,".209",".391",".331","0.722","16","45",".317"
"Sánchez, Gary",596142,2020,10,36,10.1,".147",".365",".253","0.618","24","57",".271"
"Kepler, Max",596146,2020,9,18.4,11.2,".228",".439",".321","0.760","23","75",".328"
"Quinn, Roman",596451,2020,2,33.6,4.3,".213",".315",".261","0.576","7","34",".254"
"Franco, Maikel",596748,2020,8,15.6,6.6,".278",".457",".321","0.778","38","102",".329"
"Choi, Ji Man",596847,2020,3,24.8,13.8,".230",".410",".331","0.741","16","50",".316"
"Bradley Jr., Jackie",598265,2020,7,22.1,10.6,".283",".450",".364","0.814","22","86",".352"
"La Stella, Tommy",600303,2020,5,5.3,11.8,".281",".449",".370","0.819","25","88",".355"
"Severino, Pedro",600474,2020,5,22.5,9,".250",".388",".322","0.710","21","62",".312"
"Núñez, Renato",600524,2020,12,29.6,7.9,".256",".492",".324","0.816","31","96",".347"
"Candelario, Jeimer",600869,2020,7,23.8,9.7,".297",".503",".369","0.872","29","93",".373"
"Urías, Ramón",602104,2020,1,22.2,7.4,".360",".560",".407","0.967","3","14",".413"
"Ahmed, Nick",605113,2020,5,21.2,8.3,".266",".402",".327","0.729","29","80",".318"
"Anderson, Brian",605119,2020,11,28.8,9.6,".255",".465",".345","0.810","38","93",".348"
"Barnes, Austin",605131,2020,1,23.1,12.5,".244",".314",".353","0.667","9","27",".306"
"Bell, Josh",605137,2020,8,26.5,9.9,".226",".364",".305","0.669","22","71",".286"
"Betts, Mookie",605141,2020,16,15.4,9.8,".292",".562",".366","0.928","39","123",".390"
"Caratini, Victor",605170,2020,1,23.5,9.1,".241",".328",".333","0.661","16","38",".297"
"Cron, Kevin",605196,2020,0,35,5,".000",".000",".150","0.150","0","0",".108"
"Davis, J.D.",605204,2020,6,24.5,13.5,".247",".389",".371","0.760","19","74",".339"
"Fisher, Derek",605233,2020,1,28.2,17.9,".226",".452",".359","0.811","7","14",".348"
"Machín, Vimael",605353,2020,0,14.1,11.3,".206",".238",".296","0.534","0","15",".250"
"Panik, Joe",605412,2020,1,19.1,14.2,".225",".300",".340","0.640","7","36",".296"
"Pérez, Michael",605421,2020,1,29,7.5,".167",".238",".237","0.475","13","20",".217"
"Smith, Mallex",605480,2020,0,27.7,4.3,".133",".178",".170","0.348","3","8",".158"
"Starling, Bubba",605490,2020,1,42.2,6.3,".169",".237",".219","0.456","5","14",".204"
"Zimmer, Bradley",605548,2020,1,28,14,".162",".243",".360","0.603","3","9",".299"
"Castro, Harold",605612,2020,0,20.4,9.3,".347",".429",".407","0.836","3","21",".369"
"Arcia, Orlando",606115,2020,5,16.9,7.4,".260",".416",".317","0.733","20","72",".317"
"Tapia, Raimel",606132,2020,1,18.4,6.8,".321",".402",".369","0.771","17","74",".338"
"Aquino, Aristides",606157,2020,2,32.1,10.7,".170",".319",".304","0.623","8","15",".285"
"Hernández, Teoscar",606192,2020,16,30.4,6.8,".289",".579",".340","0.919","34","110",".384"
"Peraza, José",606299,2020,1,15,4.2,".225",".342",".275","0.617","8","38",".270"
"Marte, Ketel",606466,2020,2,10.8,3.6,".287",".409",".323","0.732","17","74",".316"
"Greiner, Grayson",606988,2020,3,36.4,5.5,".118",".333",".182","0.515","8","17",".220"
"Haase, Eric",606992,2020,0,31.6,5.3,".176",".176",".211","0.387","2","3",".176"
"Nimmo, Brandon",607043,2020,8,19.1,14.7,".280",".484",".404","0.888","18","90",".387"
"Peterson, Jace",607054,2020,2,32.8,24.6,".200",".356",".393","0.749","5","16",".344"
"Turner, Trea",607208,2020,12,13.9,8.5,".335",".588",".394","0.982","41","137",".413"
"Taylor, Beau",607333,2020,0,37.5,8.3,".048",".048",".130","0.178","2","1",".099"
"Smith, Kevan",607345,2020,1,28.9,13.2,".258",".452",".378","0.830","8","14",".363"
"Beaty, Matt",607461,2020,2,25.9,3.7,".220",".360",".278","0.638","5","18",".280"
"Pillar, Kevin",607680,2020,6,18.4,5.8,".288",".462",".336","0.798","26","96",".341"
"Stallings, Jacob",607732,2020,3,28,10.5,".248",".376",".326","0.702","18","47",".309"
"Ramírez, José",608070,2020,17,16.9,12.2,".292",".607",".386","0.993","46","133",".415"
"Bregman, Alex",608324,2020,6,14.4,13.3,".242",".451",".350","0.801","22","69",".345"
"Gallo, Joey",608336,2020,10,35,12.8,".181",".378",".301","0.679","26","73",".297"
"Kelly, Carson",608348,2020,5,22.5,4.7,".221",".385",".264","0.649","19","47",".279"
"Seager, Corey",608369,2020,15,15.9,7.3,".307",".585",".358","0.943","41","124",".394"
"Winker, Jesse",608385,2020,12,25.1,15.3,".255",".544",".388","0.932","23","81",".396"
"Lugo, Dawel",608475,2020,0,9.1,9.1,".200",".200",".273","0.473","1","2",".224"
"Mazara, Nomar",608577,2020,1,29.5,6.7,".228",".294",".295","0.589","15","40",".267"
"Guzmán, Ronald",608597,2020,4,27.9,8.1,".244",".436",".314","0.750","9","34",".323"
"Jankowski, Travis",608671,2020,0,41.2,11.8,".067",".067",".176","0.243","0","1",".134"
"Mayfield, Jack",608686,2020,0,29.8,4.3,".190",".214",".239","0.453","3","9",".207"
"Plawecki, Kevin",608700,2020,1,15.7,5.6,".341",".463",".393","0.856","17","38",".373"
"Refsnyder, Rob",608701,2020,0,32.4,5.9,".200",".233",".265","0.498","1","7",".229"
"Reynolds, Matt",608703,2020,0,63.6,0,".000",".000",".000","0.000","0","0",".000"
"Mondesi, Adalberto",609275,2020,6,30,4.7,".256",".416",".294","0.710","22","91",".305"
"Andujar, Miguel",609280,2020,1,13.8,4.6,".242",".355",".277","0.632","5","22",".274"
"Cordero, Franchy",614173,2020,2,9.5,9.5,".211",".447",".286","0.733","7","17",".312"
"Reyes, Franmil",614177,2020,9,28.6,10,".275",".450",".344","0.794","34","95",".341"
"Barreto, Franklin",620439,2020,0,53.6,0,".074",".074",".107","0.181","2","2",".089"
"Torrens, Luis",620443,2020,1,19.2,9,".257",".371",".325","0.696","6","26",".307"
"Robertson, Daniel",621002,2020,0,25,12.5,".333",".333",".417","0.750","2","7",".345"
"Lopes, Tim",621005,2020,2,22.5,4,".238",".364",".278","0.642","15","52",".279"
"Schrock, Max",621011,2020,1,35.3,0,".176",".353",".176","0.529","1","6",".220"
"Swanson, Dansby",621020,2020,10,26.9,8.3,".274",".464",".345","0.809","35","110",".348"
"Newman, Kevin",621028,2020,1,12.2,7,".224",".276",".281","0.557","10","43",".251"
"Taylor, Chris",621035,2020,8,25.7,12.1,".270",".476",".366","0.842","32","88",".364"
"Correa, Carlos",621043,2020,5,22.2,7.2,".264",".383",".326","0.709","25","77",".308"
"Dahl, David",621311,2020,0,28.3,4,".183",".247",".222","0.469","9","23",".208"
"Phillips, Brett",621433,2020,2,25.4,13.6,".196",".392",".305","0.697","5","20",".304"
"Taylor, Tyrone",621438,2020,2,19.5,4.9,".237",".500",".293","0.793","6","19",".334"
"Buxton, Byron",621439,2020,13,26.7,1.5,".254",".577",".267","0.844","27","75",".345"
"Brinson, Lewis",621446,2020,3,26.8,5.4,".226",".368",".268","0.636","12","39",".275"
"Duggar, Steven",621453,2020,0,30.6,2.8,".176",".235",".222","0.457","3","8",".206"
"Rios, Edwin",621458,2020,8,21.7,4.8,".250",".645",".301","0.946","17","49",".385"
"Stewart, DJ",621466,2020,7,33.9,17.9,".193",".455",".355","0.810","15","40",".353"
"Ward, Taylor",621493,2020,0,27.5,7.8,".277",".383",".333","0.716","5","36",".314"
"Mathisen, Wyatt",621500,2020,2,36.4,15.2,".222",".444",".364","0.808","5","12",".355"
"Nido, Tomás",621512,2020,2,23.1,7.7,".292",".583",".346","0.929","6","14",".389"
"Stewart, Christin",621514,2020,3,30.3,5.1,".167",".300",".224","0.524","9","27",".230"
"Hudson, Joe",621529,2020,0,25,10,".176",".176",".263","0.439","0","3",".213"
"Bemboom, Anthony",621532,2020,3,21.7,11.7,".208",".417",".328","0.745","5","20",".324"
"Wendle, Joey",621563,2020,4,19,5.4,".286",".435",".342","0.777","17","73",".335"
"Olson, Matt",621566,2020,14,31.4,13.9,".195",".424",".310","0.734","42","89",".316"
"Jones, Taylor",622100,2020,1,31.8,4.5,".190",".381",".227","0.608","3","8",".258"
"Muñoz, Yairo",622168,2020,1,24.4,0,".333",".511",".333","0.844","4","23",".358"
"Walton, Donovan",622268,2020,0,35.7,7.1,".154",".231",".214","0.445","3","3",".201"
"Margot, Manuel",622534,2020,1,15.7,8.2,".269",".352",".327","0.679","11","51",".301"
"Camargo, Johan",622666,2020,4,27.6,4.7,".200",".367",".244","0.611","9","44",".262"
"Reyes, Victor",622682,2020,4,21.1,4.2,".277",".391",".315","0.706","14","79",".307"
"Mateo, Jorge",622761,2020,0,39.3,3.6,".154",".269",".185","0.454","2","7",".196"
"Heineman, Tyler",623168,2020,0,12,8,".190",".214",".292","0.506","1","9",".243"
"Velazquez, Andrew",623205,2020,0,29.9,13,".159",".206",".274","0.480","3","13",".231"
"Bishop, Braden",623323,2020,0,29.4,5.9,".167",".233",".242","0.475","4","7",".220"
"Bote, David",623520,2020,7,27.6,11.7,".200",".408",".303","0.711","29","51",".309"
"Ramírez, Harold",623912,2020,0,18.2,9.1,".200",".200",".273","0.473","1","2",".224"
"Santander, Anthony",623993,2020,11,15.2,6.1,".261",".575",".315","0.890","32","88",".364"
"Lin, Tzu-Wei",624407,2020,0,29.8,3.5,".154",".173",".182","0.355","3","9",".160"
"Alonso, Pete",624413,2020,16,25.5,10,".231",".490",".326","0.816","35","102",".342"
"Arroyo, Christian",624414,2020,3,20.4,7.4,".240",".440",".296","0.736","8","22",".315"
"Biggio, Cavan",624415,2020,8,23,15.5,".250",".432",".375","0.807","28","95",".355"
"Conforto, Michael",624424,2020,9,24.5,10.3,".322",".515",".412","0.927","31","104",".401"
"Frazier, Adam",624428,2020,7,15.2,7.4,".230",".364",".297","0.661","23","76",".291"
"Trevino, Jose",624431,2020,2,18.1,3.6,".250",".434",".280","0.714","9","33",".300"
"McGuire, Reese",624512,2020,1,24.4,0,".073",".146",".073","0.219","1","6",".091"
"Soler, Jorge",624585,2020,8,34.5,10.9,".228",".443",".326","0.769","24","66",".332"
"Mejia, Erick",625510,2020,0,43.8,0,".071",".143",".071","0.214","0","2",".088"
"Heredia, Guillermo",628338,2020,2,25,8.3,".212",".394",".278","0.672","5","13",".291"
"Hernandez, Yadiel",628450,2020,1,42.9,3.6,".192",".423",".214","0.637","6","11",".260"
"Cronenworth, Jake",630105,2020,4,15.6,9.4,".285",".477",".354","0.831","20","82",".356"
"Ervin, Phillip",640447,2020,0,24.7,15.7,".149",".189",".292","0.481","4","14",".239"
"Frazier, Clint",640449,2020,8,27.5,15.6,".267",".511",".394","0.905","26","67",".388"
"Meadows, Austin",640457,2020,4,32.9,11.2,".205",".371",".296","0.667","13","49",".292"
"Mercado, Óscar",640458,2020,1,29,5.4,".128",".174",".174","0.348","6","15",".159"
"Pinder, Chad",640461,2020,2,21.3,8.2,".232",".393",".295","0.688","8","22",".299"
"Anderson, Tim",641313,2020,10,22.6,4.5,".322",".529",".357","0.886","21","110",".376"
"Bellinger, Cody",641355,2020,12,17.3,12.3,".239",".455",".333","0.788","30","97",".337"
"Calhoun, Willie",641432,2020,1,15.7,4.6,".190",".260",".231","0.491","13","26",".217"
"Collins, Zack",641470,2020,0,27.8,11.1,".063",".125",".167","0.292","0","2",".146"
"Crawford, J.P.",641487,2020,2,16.8,9.9,".255",".338",".336","0.674","24","69",".303"
"Davis, Jonathan",641505,2020,1,32.4,8.8,".259",".444",".364","0.808","6","12",".350"
"Demeritte, Travis",641513,2020,0,42.4,9.1,".172",".207",".273","0.480","4","6",".230"
"Dixon, Brandon",641525,2020,0,28.6,7.1,".077",".154",".143","0.297","2","2",".138"
"Dozier, Hunter",641531,2020,6,25.8,14.5,".228",".392",".344","0.736","12","62",".326"
"Engel, Adam",641553,2020,3,20.4,3.2,".295",".477",".333","0.810","12","42",".347"
"Fraley, Jake",641584,2020,0,37.9,6.9,".154",".269",".241","0.510","0","7",".231"
"Garver, Mitch",641598,2020,2,45.7,8.6,".167",".264",".247","0.511","5","19",".232"
"Guillorme, Luis",641645,2020,0,25,14.7,".333",".439",".426","0.865","9","25",".381"
"Hampson, Garrett",641658,2020,5,32.6,7.1,".234",".383",".287","0.670","11","64",".290"
"Heim, Jonah",641680,2020,0,7.3,7.3,".211",".211",".268","0.479","5","8",".223"
"Hermosillo, Michael",641684,2020,0,10,10,".250",".250",".300","0.550","2","2",".246"
"Lewis, Kyle",641786,2020,11,29.3,14,".262",".437",".364","0.801","28","90",".349"
"Locastro, Tim",641796,2020,2,17.1,9.8,".290",".464",".395","0.859","7","32",".376"
"Martin, Jason",641829,2020,0,36.4,18.2,".000",".000",".182","0.182","0","0",".127"
"McMahon, Ryan",641857,2020,9,34.2,9.3,".215",".419",".295","0.714","26","72",".308"
"Nottingham, Jacob",641924,2020,4,37,9.3,".188",".458",".278","0.736","13","22",".313"
"Odom, Joseph",641929,2020,0,45.5,9.1,".128",".128",".209","0.337","2","5",".168"
"O'Neill, Tyler",641933,2020,7,27.4,9.6,".173",".360",".261","0.621","19","50",".271"
"Sisco, Chance",642082,2020,4,33.9,14,".214",".378",".364","0.742","10","37",".335"
"Smith, Dominic",642086,2020,10,22.6,7,".316",".616",".377","0.993","42","109",".412"
"Tellez, Rowdy",642133,2020,8,15.7,8.7,".283",".540",".346","0.886","23","61",".369"
"Thaiss, Matt",642136,2020,1,32,16,".143",".286",".280","0.566","1","6",".262"
"Valaika, Pat",642162,2020,8,22.7,5.3,".277",".475",".315","0.790","16","67",".337"
"VanMeter, Josh",642165,2020,2,30.4,8.9,".129",".257",".228","0.485","6","18",".222"
"Wade, Tyler",642180,2020,3,21,11.4,".170",".307",".288","0.595","10","27",".271"
"White, Eli",642201,2020,0,30.8,5.8,".188",".229",".231","0.460","3","11",".207"
"Mejía, Francisco",642336,2020,1,21.4,2.4,".077",".179",".143","0.322","2","7",".149"
"Sierra, Magneuris",642423,2020,0,17,9.4,".250",".364",".333","0.697","7","16",".307"
"Rosario, Amed",642708,2020,4,23.1,2.7,".252",".371",".272","0.643","15","53",".277"
"Adames, Willy",642715,2020,8,36.1,9.8,".259",".481",".332","0.813","23","89",".347"
"Gutiérrez, Kelvin",642721,2020,0,50,25,".111",".111",".333","0.444","0","1",".248"
"Alcántara, Sergio",642727,2020,1,17.4,8.7,".143",".381",".217","0.598","1","8",".253"
"Estrada, Thairo",642731,2020,1,36.5,1.9,".167",".229",".231","0.460","3","11",".212"
"Basabe, Luis Alexander",642772,2020,0,27.8,22.2,".143",".143",".333","0.476","1","2",".253"
"Benintendi, Andrew",643217,2020,0,32.7,21.2,".103",".128",".314","0.442","1","5",".241"
"Cooper, Garrett",643265,2020,6,23.3,8.3,".283",".500",".353","0.853","20","60",".365"
"Dubón, Mauricio",643289,2020,4,20.3,8.5,".274",".389",".337","0.726","19","61",".318"
"Jansen, Danny",643376,2020,6,21.1,14.3,".183",".358",".313","0.671","20","43",".300"
"Kemp, Tony",643393,2020,0,12.3,13.2,".247",".301",".363","0.664","4","28",".307"
"Kiner-Falefa, Isiah",643396,2020,3,14,6.1,".280",".370",".329","0.699","10","78",".307"
"Long Jr., Shed",643418,2020,3,28.9,8.6,".171",".291",".242","0.533","9","34",".238"
"McBroom, Ryan",643436,2020,6,35.3,4.7,".247",".506",".282","0.788","10","41",".330"
"McNeil, Jeff",643446,2020,4,11.5,9.6,".311",".454",".383","0.837","23","83",".360"
"Tauchman, Mike",643565,2020,0,23.4,12.6,".242",".305",".342","0.647","14","29",".286"
"Chang, Yu",644374,2020,0,30.8,15.4,".182",".182",".308","0.490","1","2",".243"
"Tromp, Chadwick",644433,2020,4,31.3,1.6,".213",".426",".219","0.645","10","26",".264"
"Albies, Ozzie",645277,2020,6,24.2,4,".271",".466",".306","0.772","19","55",".329"
"Robles, Victor",645302,2020,3,28,4.8,".220",".315",".293","0.608","15","53",".273"
"Sánchez, Ali",645305,2020,0,30,10,".111",".111",".200","0.311","0","1",".158"
"Ford, Mike",645801,2020,2,19,8.3,".135",".270",".226","0.496","11","20",".224"
"Devers, Rafael",646240,2020,11,27,5.2,".263",".483",".310","0.793","43","112",".337"
"Naylor, Josh",647304,2020,1,11.5,4.8,".247",".330",".291","0.621","6","32",".274"
"Toro, Abraham",647351,2020,3,23.7,3.1,".149",".276",".237","0.513","9","24",".234"
"Díaz, Aledmys",649557,2020,3,20.3,1.7,".241",".483",".254","0.737","6","28",".307"
"Urías, Luis",649966,2020,0,26.7,8.3,".239",".294",".308","0.602","11","32",".273"
"Díaz, Lewin",650331,2020,0,29.3,4.9,".154",".205",".195","0.400","3","8",".181"
"Arraez, Luis",650333,2020,0,9.1,6.6,".321",".402",".364","0.766","13","45",".335"
"Jiménez, Eloy",650391,2020,14,24.8,5.3,".296",".559",".332","0.891","41","119",".373"
"Torres, Gleyber",650402,2020,3,17.5,13.8,".243",".368",".356","0.724","16","50",".326"
"Castro, Willi",650489,2020,6,27.1,5,".349",".550",".381","0.931","24","71",".393"
"Díaz, Yandy",650490,2020,2,12.3,16.7,".307",".386",".428","0.814","11","44",".367"
"Viloria, Meibrys",650619,2020,0,37.5,8.3,".190",".238",".292","0.530","0","5",".250"
"Rengifo, Luis",650859,2020,1,24.5,13.2,".156",".200",".269","0.469","3","18",".227"
"Allen, Greg",656185,2020,1,31.3,9.4,".154",".308",".281","0.589","4","8",".267"
"Chapman, Matt",656305,2020,10,35.5,5.3,".232",".535",".276","0.811","25","76",".335"
"Chavis, Michael",656308,2020,5,31.6,5.1,".212",".377",".259","0.636","19","55",".272"
"Díaz, Isan",656371,2020,0,31.8,0,".182",".182",".182","0.364","1","4",".160"
"Harrison, Monte",656509,2020,1,51,7.8,".170",".255",".235","0.490","3","12",".222"
"Haseley, Adam",656514,2020,0,18.5,7.6,".278",".342",".348","0.690","13","27",".305"
"Hill, Derek",656537,2020,0,50,8.3,".091",".091",".167","0.258","0","1",".132"
"Hilliard, Sam",656541,2020,6,36.8,7.9,".210",".438",".272","0.710","10","46",".301"
"Hoskins, Rhys",656555,2020,10,23.2,15.7,".245",".503",".384","0.887","26","76",".382"
"Luplow, Jordan",656669,2020,2,20.7,13,".192",".359",".304","0.663","8","28",".293"
"Mullins II, Cedric",656775,2020,3,24.2,5.2,".271",".407",".315","0.722","12","57",".313"
