"last_name, first_name","player_id","year","home_run","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","b_total_bases","woba"
"Refsnyder, Rob",608701,2016,0,17.2,10.3,".250",".309",".328","0.637","12","47",".282"
"Reynolds, Matt",608703,2016,3,35.4,4.2,".225",".416",".266","0.682","13","37",".291"
"Mondesi, Adalberto",609275,2016,2,32.2,4,".185",".281",".231","0.512","13","38",".226"
"García, Adonis",611177,2016,14,16.5,4.3,".273",".406",".311","0.717","65","216",".308"
"Chen, Wei-Yin",612672,2016,0,36.7,0,".000",".000",".000","0.000","0","0",".000"
"Swanson, Dansby",621020,2016,3,23.4,9,".302",".442",".361","0.803","17","57",".334"
"Taylor, Chris",621035,2016,1,23.1,6.2,".213",".361",".262","0.623","7","22",".262"
"Correa, Carlos",621043,2016,20,21.1,11.4,".274",".451",".361","0.812","96","260",".349"
"Reyes, Alex",621052,2016,0,33.3,0,".071",".071",".071","0.142","1","1",".063"
"Eflin, Zach",621107,2016,0,34.8,0,".261",".348",".261","0.609","0","8",".261"
"Dahl, David",621311,2016,7,24.9,6.3,".315",".500",".359","0.859","24","111",".367"
"Buxton, Byron",621439,2016,10,35.6,6.9,".225",".430",".284","0.714","38","128",".304"
"Wendle, Joey",621563,2016,1,15.4,5.8,".260",".302",".298","0.600","11","29",".265"
"Olson, Matt",621566,2016,0,14.3,25,".095",".143",".321","0.464","0","3",".248"
"Wood, Alex",622072,2016,0,47.4,5.3,".250",".250",".294","0.544","2","4",".247"
"Thompson, Jake",622097,2016,0,29.4,0,".143",".214",".143","0.357","0","3",".151"
"Duffy, Matt",622110,2016,5,14.5,6.3,".258",".357",".310","0.667","28","119",".292"
"Maxwell, Bruce",622194,2016,1,23.8,7.9,".283",".402",".337","0.739","14","37",".321"
"Margot, Manuel",622534,2016,0,18.9,0,".243",".405",".243","0.648","3","15",".272"
"Brown, Trevor",623143,2016,5,21.2,5.4,".237",".364",".283","0.647","19","63",".282"
"Kivlehan, Patrick",623182,2016,1,45.8,8.3,".190",".333",".292","0.625","2","7",".281"
"Conforto, Michael",624424,2016,12,25.6,10.3,".220",".414",".310","0.724","42","126",".312"
"Frazier, Adam",624428,2016,2,16.3,7.5,".301",".411",".356","0.767","11","60",".335"
"Puig, Yasiel",624577,2016,11,20.1,6.5,".263",".416",".323","0.739","45","139",".320"
"Soler, Jorge",624585,2016,12,25,11.7,".238",".436",".333","0.769","31","99",".333"
"López, Reynaldo",625643,2016,0,50,0,".083",".083",".083","0.166","0","1",".073"
"Maeda, Kenta",628317,2016,1,24.2,1.5,".123",".193",".138","0.331","4","11",".144"
"Heredia, Guillermo",628338,2016,1,14,11.2,".250",".315",".349","0.664","12","29",".303"
"Kang, Jung Ho",628356,2016,21,21.4,9.7,".255",".513",".354","0.867","62","163",".369"
"Iglesias, Raisel",628452,2016,0,18.2,0,".091",".091",".091","0.182","0","1",".080"
"Urías, Julio",628711,2016,0,34.6,0,".136",".136",".136","0.272","2","3",".120"
"Tomás, Yasmany",630111,2016,31,24.2,5.5,".272",".508",".313","0.821","83","269",".345"
"Pinder, Chad",640461,2016,1,25.5,5.5,".235",".373",".273","0.646","4","19",".276"
"Shipley, Braden",640463,2016,0,37,0,".115",".154",".115","0.269","2","4",".115"
"Anderson, Tim",641313,2016,9,27.1,3,".283",".432",".306","0.738","30","177",".315"
"Asuaje, Carlos",641319,2016,0,16,4,".208",".292",".240","0.532","2","7",".232"
"Dozier, Hunter",641531,2016,0,38.1,9.5,".211",".263",".286","0.549","1","5",".250"
"Kuhl, Chad",641771,2016,0,34.6,3.8,".087",".087",".125","0.212","0","2",".102"
"Mancini III, Trey",641820,2016,3,26.7,0,".357","1.071",".400","1.471","5","15",".592"
"Patterson, Jordan",641958,2016,0,5.3,5.3,".444",".500",".474","0.974","2","9",".425"
"Reed, Cody",642003,2016,0,42.9,7.1,".000",".000",".083","0.083","0","0",".058"
"Valaika, Pat",642162,2016,1,42.1,0,".263",".474",".263","0.737","2","9",".310"
"Benintendi, Andrew",643217,2016,2,21.2,8.5,".295",".476",".359","0.835","14","50",".357"
"Godley, Zack",643327,2016,0,47.4,0,".111",".111",".111","0.222","0","2",".098"
"Kemp, Tony",643393,2016,1,19.9,10.3,".217",".325",".296","0.621","7","39",".275"
"White, Tyler",643603,2016,8,23.6,8.3,".217",".378",".286","0.664","28","94",".287"
"Díaz, Aledmys",649557,2016,17,13,8.9,".300",".510",".369","0.879","65","206",".370"
"Moncada, Yoán",660162,2016,0,60,5,".211",".263",".250","0.513","1","5",".228"
"Park, ByungHo",666560,2016,12,32.8,8.6,".191",".409",".275","0.684","24","88",".294"
"Colon, Bartolo",112526,2017,0,50,0,".000",".000",".000","0.000","0","0",".000"
"Beltré, Adrian",134181,2017,17,13.4,10,".312",".532",".383","0.915","71","181",".384"
"Beltrán, Carlos",136860,2017,14,20,6.5,".231",".383",".283","0.666","51","179",".283"
"Werth, Jayson",150029,2017,10,23.9,12.1,".226",".393",".322","0.715","29","99",".311"
"Arroyo, Bronson",276520,2017,0,34.5,0,".154",".154",".154","0.308","0","4",".135"
"Dickey, R.A.",285079,2017,0,17.6,0,".148",".148",".148","0.296","5","9",".129"
"Suzuki, Ichiro",400085,2017,3,16.3,7.9,".255",".332",".318","0.650","20","65",".287"
"Martinez, Victor",400121,2017,10,14.5,8.3,".255",".372",".324","0.696","47","146",".303"
"Utley, Chase",400284,2017,8,16.1,9.1,".236",".405",".324","0.729","34","125",".316"
"Pujols, Albert",405395,2017,23,14.6,5.8,".241",".386",".286","0.672","101","229",".286"
"Lackey, John",407793,2017,0,37.7,4.9,".132",".151",".179","0.330","1","8",".153"
"Holliday, Matt",407812,2017,19,26.7,10.8,".231",".432",".316","0.748","64","161",".320"
"Mauer, Joe",408045,2017,7,13.9,11.1,".305",".417",".384","0.801","71","219",".349"
"Cabrera, Miguel",408234,2017,16,20.8,10.2,".249",".399",".329","0.728","60","187",".313"
"González, Adrián",408236,2017,3,17.1,6.4,".242",".355",".287","0.642","30","82",".275"
"Phillips, Brandon",408252,2017,13,12.1,3.5,".285",".416",".319","0.735","60","238",".316"
"Reyes, José",408314,2017,15,14.1,8.9,".246",".413",".315","0.728","58","207",".312"
"Peralta, Jhonny",425509,2017,0,22.4,6.9,".204",".204",".259","0.463","0","11",".214"
"Mathis, Jeff",425772,2017,2,30,6.9,".215",".323",".277","0.600","11","60",".262"
"Choo, Shin-Soo",425783,2017,22,21.1,12.1,".261",".423",".357","0.780","78","230",".339"
"Rivera, René",425784,2017,10,29.5,5.9,".252",".431",".305","0.736","35","94",".310"
"Wainwright, Adam",425794,2017,2,30,2,".262",".452",".279","0.731","11","19",".308"
"Greinke, Zack",425844,2017,0,25.7,2.9,".210",".274",".246","0.520","4","17",".230"
"Molina, Yadier",425877,2017,18,13.6,5.2,".273",".439",".312","0.751","82","220",".316"
"Canó, Robinson",429664,2017,23,13.1,7.6,".280",".453",".338","0.791","97","268",".334"
"Encarnación, Edwin",429665,2017,38,19.9,15.5,".258",".504",".377","0.881","107","279",".373"
"Hardy, J.J.",429666,2017,4,17.9,4.5,".217",".323",".255","0.578","24","82",".251"
"Gutierrez, Franklin",429711,2017,1,25.4,11.1,".232",".339",".317","0.656","8","19",".292"
"Jackson, Edwin",429719,2017,0,71.4,0,".095",".095",".095","0.190","0","2",".083"
"Santana, Ervin",429722,2017,0,30,0,".200",".300",".200","0.500","5","3",".211"
"Weeks Jr., Rickie",430001,2017,2,43.8,10.7,".216",".340",".321","0.661","8","33",".297"
"Raburn, Ryan",430605,2017,2,36.2,5.8,".262",".431",".304","0.735","6","28",".313"
"Bautista, José",430832,2017,23,24.8,12.2,".203",".366",".308","0.674","65","215",".295"
"Cain, Matt",430912,2017,0,58.8,0,".156",".219",".156","0.375","2","7",".159"
"Jones, Adam",430945,2017,26,17.8,4.3,".285",".466",".322","0.788","73","278",".334"
"Aybar, Erick",430947,2017,7,15.4,7.6,".234",".348",".300","0.648","22","116",".282"
"Hill, Aaron",431094,2017,1,16.3,13.8,".132",".235",".250","0.485","7","16",".225"
"Martin, Russell",431145,2017,13,22.7,13.7,".221",".388",".343","0.731","35","119",".324"
"Blanco, Andrés",433217,2017,3,23.6,8.3,".192",".292",".257","0.549","13","38",".243"
"Granderson, Curtis",434158,2017,26,23.3,13.5,".212",".452",".323","0.775","64","203",".330"
"Ruiz, Carlos",434563,2017,3,26.2,9.7,".216",".352",".313","0.665","11","44",".295"
"Soto, Geovany",434567,2017,3,20.8,8.3,".190",".405",".271","0.676","9","17",".288"
"Morse, Michael",434604,2017,1,35,7.5,".194",".306",".250","0.556","3","11",".242"
"Davis, Rajai",434658,2017,5,22.7,7.4,".235",".348",".293","0.641","20","117",".279"
"Ramirez, Hanley",434670,2017,23,21,9.2,".242",".429",".320","0.749","62","213",".318"
"Morales, Kendrys",434778,2017,28,21.7,7.1,".250",".445",".308","0.753","85","248",".320"
"Kendrick III, Howie",435062,2017,9,20.4,6.6,".315",".475",".368","0.843","41","145",".361"
"Napoli, Mike",435063,2017,29,33.7,10.1,".193",".428",".285","0.713","66","182",".302"
"Kinsler, Ian",435079,2017,22,14,9,".236",".412",".313","0.725","52","227",".313"
"McCarthy, Brandon",435221,2017,0,57.1,10.7,".043",".043",".154","0.197","0","1",".114"
"McCann, Brian",435263,2017,18,14.5,9.5,".241",".436",".323","0.759","62","152",".323"
"Walker, Neil",435522,2017,14,17.2,12.3,".265",".439",".362","0.801","49","169",".346"
"Suzuki, Kurt",435559,2017,19,12.6,5.5,".283",".536",".351","0.887","50","148",".372"
"Desmond, Ian",435622,2017,7,23.3,6.4,".274",".375",".326","0.701","40","127",".305"
"Cruz Jr., Nelson",443558,2017,39,21.7,10.9,".288",".549",".375","0.924","119","305",".385"
"Jaso, John",444379,2017,10,21.9,13.2,".211",".402",".328","0.730","35","103",".317"
"Trumbo, Mark",444432,2017,23,24.7,7,".234",".397",".289","0.686","65","222",".295"
"Peralta, David",444482,2017,14,16.3,7.5,".293",".444",".352","0.796","57","233",".342"
"Piña, Manny",444489,2017,9,22,5.6,".279",".424",".327","0.751","43","140",".323"
"Ethier, Andre",444843,2017,2,26.3,10.5,".235",".441",".316","0.757","3","15",".315"
"Feldman, Scott",444857,2017,0,42.1,0,".029",".029",".029","0.058","0","1",".026"
"Escobar, Alcides",444876,2017,6,16.2,2.4,".250",".357",".272","0.629","54","214",".269"
"Jay, Jon",445055,2017,2,18.5,8.5,".296",".375",".374","0.749","34","142",".330"
"Prado, Martín",445988,2017,2,15,4.1,".250",".357",".279","0.636","12","50",".274"
"Duda, Lucas",446263,2017,30,27.5,12.2,".217",".496",".322","0.818","64","210",".341"
"Wieters, Matt",446308,2017,10,20.2,8.2,".225",".344",".288","0.632","52","145",".273"
"Longoria, Evan",446334,2017,20,16.1,6.8,".261",".424",".313","0.737","86","260",".312"
"Cozart, Zack",446359,2017,24,15.4,12.2,".297",".548",".385","0.933","63","240",".392"
"Barney, Darwin",446381,2017,6,17.7,5,".232",".327",".275","0.602","25","110",".263"
"Guyer, Brandon",446386,2017,2,22.4,7.8,".236",".327",".326","0.653","20","54",".293"
"Rodríguez, Sean",446481,2017,5,37.3,10.5,".167",".295",".276","0.571","8","39",".257"
"Lobatón, Jose",446653,2017,4,22.2,8.9,".170",".277",".248","0.525","11","39",".232"
"Hill, Rich",448179,2017,0,36.7,0,".111",".133",".146","0.279","4","6",".129"
"Reynolds, Mark",448602,2017,30,29.5,11.6,".267",".487",".352","0.839","97","253",".357"
"Ruggiano, Justin",448605,2017,2,27,1.6,".217",".333",".238","0.571","4","20",".244"
"Davis, Chris",448801,2017,26,37.2,11.6,".215",".423",".309","0.732","61","193",".312"
"García, Jaime",448802,2017,1,21.6,2.7,".152",".273",".176","0.449","7","9",".192"
"Guerra, Junior",448855,2017,0,19,0,".000",".000",".000","0.000","0","0",".000"
"Aviles, Mike",449107,2017,1,15.5,6.2,".233",".291",".298","0.589","8","25",".256"
"Orlando, Paulo",449181,2017,2,22.5,1.1,".198",".302",".225","0.527","6","26",".228"
"Volquez, Edinson",450172,2017,0,36.7,3.3,".192",".192",".214","0.406","1","5",".181"
"Weaver, Jered",450308,2017,0,60,0,".000",".000",".000","0.000","0","0",".000"
"Zobrist, Ben",450314,2017,12,14.3,10.9,".232",".375",".318","0.693","50","163",".302"
"Peterson, Shane",451089,2017,2,23.9,5.7,".253",".392",".310","0.702","11","31",".304"
"Adduci, James",451192,2017,1,29,10.8,".241",".398",".323","0.721","10","33",".312"
"Fowler, Dexter",451594,2017,18,20.6,12.8,".264",".488",".363","0.851","64","205",".358"
"Flowers, Tyler",452095,2017,12,22.2,8.4,".281",".445",".378","0.823","49","141",".358"
"Headley, Chase",452104,2017,12,22.5,10.2,".273",".406",".352","0.758","61","208",".329"
"Drew, Stephen",452220,2017,1,19.8,7.5,".253",".358",".302","0.660","17","34",".285"
"Smith, Seth",452234,2017,13,21.2,9.7,".258",".433",".340","0.773","32","143",".332"
"Lind, Adam",452252,2017,14,15.6,9.3,".303",".513",".362","0.875","59","137",".363"
"Pence, Hunter",452254,2017,13,18.9,7.4,".260",".385",".315","0.700","67","190",".303"
"Span, Denard",452655,2017,12,12.7,7.4,".272",".427",".329","0.756","43","212",".325"
"Lester, Jon",452657,2017,1,40,6.2,".148",".259",".203","0.462","6","14",".203"
"Hanigan, Ryan",452672,2017,2,23.2,7.1,".267",".347",".324","0.671","12","35",".289"
"Cabrera, Asdrúbal",452678,2017,14,15.4,9.3,".280",".434",".351","0.785","59","208",".338"
"Ellsbury, Jacoby",453056,2017,7,15.6,10.1,".264",".402",".348","0.750","39","143",".326"
"Tulowitzki, Troy",453064,2017,7,15.4,6.5,".249",".378",".300","0.678","26","91",".292"
"Robinson, Shane",453203,2017,0,14.3,8.6,".194",".194",".257","0.451","1","6",".210"
"Stubbs, Drew",453211,2017,0,37.5,8.3,".091",".091",".167","0.258","0","2",".131"
"Scherzer, Max",453286,2017,1,22.2,5.6,".161",".210",".212","0.422","5","13",".192"
"Richard, Clayton",453385,2017,1,45.6,1.5,".123",".193",".167","0.360","4","11",".162"
"Arrieta, Jake",453562,2017,1,50,1.6,".131",".213",".145","0.358","5","13",".153"
"Blackmon, Charlie",453568,2017,37,18.6,9,".331",".601",".399","1.000","104","387",".414"
"Blanco, Grégor",453923,2017,3,23,12.1,".246",".357",".337","0.694","13","80",".308"
"Frazier, Todd",453943,2017,27,21.7,14.4,".213",".428",".344","0.772","76","203",".335"
"Ellis, A.J.",454560,2017,6,17.8,7.4,".210",".371",".298","0.669","14","53",".294"
"Iannetta, Chris",455104,2017,17,27.5,11.7,".254",".511",".354","0.865","43","139",".367"
"Maldonado, Martín",455117,2017,14,25.3,3.2,".221",".368",".276","0.644","38","158",".279"
"Chirinos, Robinson",455139,2017,17,25.6,11,".255",".506",".360","0.866","38","133",".369"
"Stewart, Chris",455755,2017,0,15.3,6.3,".183",".221",".241","0.462","4","29",".207"
"Young, Chris",455759,2017,7,19.9,10.9,".235",".387",".322","0.709","25","94",".310"
"Markakis, Nick",455976,2017,8,16.4,10.1,".275",".384",".354","0.738","76","228",".321"
"Pedroia, Dustin",456030,2017,7,10.4,10.6,".293",".392",".369","0.761","62","159",".331"
"Castillo, Welington",456078,2017,20,26.6,6,".282",".490",".323","0.813","53","167",".344"
"Núñez, Eduardo",456488,2017,12,11,3.7,".313",".460",".341","0.801","58","215",".342"
"Cueto, Johnny",456501,2017,0,28.8,1.9,".087",".087",".104","0.191","3","4",".087"
"Pearce, Steve",456665,2017,13,19.5,7.8,".252",".438",".319","0.757","37","137",".323"
"Bailey, Homer",456701,2017,0,31.4,0,".250",".321",".250","0.571","0","9",".245"
"Cain, Lorenzo",456715,2017,15,15.5,8.4,".300",".440",".363","0.803","49","257",".347"
"Saltalamacchia, Jarrod",457454,2017,0,61.5,3.8,".040",".040",".077","0.117","0","1",".060"
"De Aza, Alejandro",457477,2017,0,22.9,4.3,".194",".323",".224","0.547","9","20",".222"
"McCutchen, Andrew",457705,2017,28,17.8,11.2,".279",".486",".363","0.849","88","277",".360"
"Jackson, Austin",457706,2017,7,20.1,10.4,".318",".482",".387","0.869","35","135",".371"
"Upton, Justin",457708,2017,35,28.3,11.7,".273",".540",".361","0.901","109","301",".378"
"Maybin, Cameron",457727,2017,10,20.9,11.3,".228",".365",".318","0.683","35","144",".300"
"Turner, Justin",457759,2017,21,10.3,10.9,".322",".530",".415","0.945","71","242",".400"
"Posey III, Buster",457763,2017,12,11.6,10.7,".320",".462",".400","0.862","67","228",".366"
"Espinosa, Danny",457787,2017,6,36.9,7.1,".173",".278",".245","0.523","31","74",".232"
"Bruce, Jay",457803,2017,36,22.5,9.2,".254",".508",".324","0.832","101","282",".350"
"Janish, Paul",457926,2017,0,21.4,3.6,".077",".077",".111","0.188","3","2",".091"
"Votto, Joey",458015,2017,36,11.7,19,".320",".578",".454","1.032","100","323",".428"
"Coghlan, Chris",458085,2017,1,25,10.2,".200",".267",".299","0.566","5","20",".260"
"Rasmus, Colby",458675,2017,9,34.9,5.4,".281",".579",".318","0.897","23","70",".365"
"Lynn, Lance",458681,2017,0,41,1.6,".074",".111",".107","0.218","0","6",".101"
"Gardner, Brett",458731,2017,21,17.9,10.6,".264",".428",".350","0.778","63","254",".336"
"Young Jr., Eric",458913,2017,4,24.8,4,".264",".418",".336","0.754","16","46",".329"
"Saunders, Michael",459431,2017,6,23.5,6.4,".202",".344",".256","0.600","21","75",".256"
"Joyce, Matt",459964,2017,25,20.8,12.1,".243",".473",".335","0.808","68","222",".343"
"Hundley, Nick",460026,2017,9,26.7,4,".244",".418",".272","0.690","35","120",".289"
"Pennington, Cliff",460060,2017,3,26.7,7.4,".253",".330",".306","0.636","21","64",".279"
"Braun, Ryan",460075,2017,17,17.9,8.9,".268",".487",".336","0.823","52","185",".347"
"Butera, Drew",460077,2017,3,23.2,6.8,".227",".319",".284","0.603","14","52",".266"
"Gordon, Alex",460086,2017,9,23.3,8.3,".208",".315",".293","0.608","45","150",".269"
"Gimenez, Chris",460269,2017,7,26.7,14.7,".220",".382",".350","0.732","16","71",".326"
"Gómez, Carlos",460576,2017,17,29.8,7.3,".255",".462",".340","0.802","51","170",".343"
"Moss, Brandon",461235,2017,22,31.9,9.2,".207",".428",".279","0.707","50","155",".301"
"Kemp, Matt",461314,2017,19,21.2,5.8,".276",".463",".318","0.781","64","203",".328"
"Gonzalez, Gio",461829,2017,0,38.7,5.3,".091",".091",".143","0.234","5","6",".115"
"Plouffe, Trevor",461858,2017,9,28.1,8.9,".198",".318",".272","0.590","19","90",".258"
"Romine, Andrew",461865,2017,4,19.3,6.3,".233",".336",".289","0.625","25","107",".274"
"Andrus, Elvis",462101,2017,20,14.7,5.5,".297",".471",".337","0.808","88","303",".344"
"Cervelli, Francisco",465041,2017,5,21.4,10.5,".249",".370",".342","0.712","31","98",".315"
"Florimón, Pedro",465753,2017,0,32.7,6.1,".348",".478",".388","0.866","6","22",".371"
"Cabrera, Melky",466320,2017,17,11.1,5.4,".285",".423",".324","0.747","85","262",".319"
"Bonifácio, Emilio",466988,2017,0,20.5,2.3,".132",".211",".150","0.361","3","8",".153"
"Sandoval, Pablo",467055,2017,9,19,5.7,".220",".367",".265","0.632","32","95",".271"
"Ramos, Wilson",467092,2017,11,16.2,4.5,".260",".447",".290","0.737","35","93",".307"
"Nova, Iván",467100,2017,0,51.7,0,".020",".020",".020","0.040","0","1",".017"
"Santana, Carlos",467793,2017,23,14.1,13.2,".259",".455",".363","0.818","79","260",".350"
"Parra, Gerardo",467827,2017,10,15.8,4.7,".309",".452",".341","0.793","71","177",".337"
"Chacín, Jhoulys",468504,2017,0,18,0,".222",".259",".222","0.481","4","14",".208"
"Montero, Miguel",471083,2017,6,22.1,10.8,".216",".346",".310","0.656","16","64",".289"
"González, Carlos",471865,2017,14,22.3,10.5,".262",".423",".339","0.762","57","199",".327"
"Valbuena, Luis",472528,2017,22,26.4,12,".199",".432",".294","0.726","65","150",".308"
"Mercer, Jordy",474568,2017,14,15.8,9.1,".255",".406",".326","0.732","58","204",".308"
"Worley, Vance",474699,2017,0,29.6,0,".182",".182",".182","0.364","3","4",".159"
"Belt, Brandon",474832,2017,18,23.1,14.6,".241",".469",".355","0.824","51","179",".352"
"Carter, Chris",474892,2017,8,36.5,9.6,".201",".370",".284","0.654","26","68",".284"
"Van Slyke, Scott",475100,2017,2,31.3,14.6,".122",".293",".250","0.543","3","12",".236"
"Alonso, Yonder",475174,2017,28,22.6,13.1,".266",".501",".365","0.866","67","226",".366"
"Wood, Travis",475243,2017,2,38.9,0,".222",".556",".222","0.778","6","10",".317"
"Flaherty, Ryan",475247,2017,0,23.3,9.3,".211",".237",".302","0.539","4","9",".253"
"Smoak, Justin",475253,2017,38,20.1,11.5,".270",".529",".355","0.884","90","296",".371"
"Zimmerman, Ryan",475582,2017,36,21.9,7.6,".303",".573",".358","0.931","108","300",".387"
"Hellickson, Jeremy",476451,2017,0,23.1,7.7,".091",".182",".167","0.349","2","6",".159"
"Lowrie, Jed",476704,2017,14,15.5,11.3,".277",".448",".360","0.808","69","254",".347"
"Álvarez, Pedro",476883,2017,1,29.4,5.9,".313",".438",".353","0.791","4","14",".342"
"Kershaw, Clayton",477132,2017,0,22,6.8,".184",".204",".245","0.449","2","10",".208"
"Carrera, Ezequiel",485567,2017,8,23.1,9.2,".282",".408",".356","0.764","20","117",".334"
"Avila, Alex",488671,2017,14,31.9,16.5,".264",".447",".387","0.834","49","139",".362"
"Bourjos, Peter",488721,2017,5,26.1,5.9,".223",".383",".272","0.655","15","72",".280"
"Brantley Jr., Michael",488726,2017,9,13.3,8.3,".299",".444",".357","0.801","52","150",".342"
"Castro, Jason",488771,2017,10,26.5,11.1,".242",".388",".333","0.721","47","138",".315"
"d'Arnaud, Chase",488818,2017,1,32.3,6.5,".190",".276",".242","0.518","3","16",".222"
"Escobar, Yunel",488862,2017,7,13.4,7.6,".274",".397",".333","0.730","31","139",".318"
"Gosewisch, Tuffy",488912,2017,0,45.2,3.2,".071",".071",".103","0.174","0","2",".084"
"Moore, Tyler",489138,2017,6,27.6,4.9,".230",".401",".267","0.668","30","75",".282"
"Morrison, Logan",489149,2017,38,24.8,13.5,".246",".516",".353","0.869","85","264",".363"
"Rosales, Adam",489267,2017,7,32.1,3.5,".225",".353",".260","0.613","36","102",".261"
"Garza, Matt",490063,2017,0,35.1,0,".086",".086",".111","0.197","1","3",".093"
"Hernández, Gorkys",491676,2017,0,21,8.9,".255",".326",".327","0.653","22","101",".288"
"Sucre, Jesús",491696,2017,7,18.2,3.6,".256",".409",".289","0.698","29","72",".296"
"Graterol, Juan",492802,2017,0,14.9,1.1,".202",".250",".207","0.457","10","21",".196"
"Martinez, Michael",492841,2017,0,34.9,11.6,".162",".189",".262","0.451","0","7",".216"
"Aoki, Norichika",493114,2017,5,11.8,7.8,".277",".393",".335","0.728","35","132",".315"
"Cespedes, Yoenis",493316,2017,17,19,8.1,".292",".540",".352","0.892","42","157",".369"
"Gurriel Jr., Yuli",493329,2017,18,11,3.9,".299",".486",".332","0.818","75","257",".344"
"Beckham, Gordon",493596,2017,0,11.1,5.6,".176",".176",".222","0.398","0","3",".185"
"Solarte, Yangervis",500208,2017,18,11.9,7.2,".255",".416",".314","0.730","64","194",".311"
"Rojas, Miguel",500743,2017,1,10.5,8.8,".290",".375",".361","0.736","26","102",".318"
"Quintana, Jose",500779,2017,0,51.5,3,".080",".080",".111","0.191","4","2",".091"
"Escobar, Eduardo",500871,2017,21,19.6,6.6,".254",".449",".309","0.758","73","205",".320"
"Martínez, José A.",500874,2017,14,19.5,10.4,".309",".518",".379","0.897","46","141",".379"
"Adrianza, Ehire",501303,2017,2,13.4,8.6,".265",".383",".324","0.707","24","62",".302"
"Lagares, Juan",501571,2017,3,20.6,5.1,".250",".365",".296","0.661","15","92",".287"
"Almonte, Abraham",501659,2017,3,23.6,10.3,".233",".366",".314","0.680","14","63",".298"
"Freese, David",501896,2017,10,23.1,11.5,".263",".371",".368","0.739","52","158",".326"
"Davis, Khris",501981,2017,43,29.9,11.2,".247",".528",".336","0.864","110","299",".361"
"Marrero, Chris",502029,2017,1,22,4.9,".132",".211",".171","0.382","5","8",".168"
"Locke, Jeff",502046,2017,0,81.8,9.1,".000",".000",".091","0.091","0","0",".063"
"Pham, Tommy",502054,2017,23,22.1,13.4,".306",".520",".411","0.931","73","231",".398"
"Chisenhall, Lonnie",502082,2017,12,20.4,9.3,".288",".521",".360","0.881","53","123",".369"
"Presley, Alex",502100,2017,3,18.6,5.7,".314",".416",".354","0.770","20","102",".334"
"Martinez, J.D.",502110,2017,45,26.2,10.8,".303",".690",".376","1.066","104","298",".430"
"Negrón, Kristopher",502117,2017,0,22.6,12.9,".160",".200",".300","0.500","1","5",".245"
"Valencia, Danny",502143,2017,15,24.4,8,".256",".411",".314","0.725","66","185",".311"
"Huffman, Chad",502151,2017,0,40,6.7,".286",".429",".333","0.762","0","6",".325"
"Samardzija, Jeff",502188,2017,1,37.3,0,".094",".172",".094","0.266","2","11",".111"
"Leake, Mike",502190,2017,0,27.3,5.5,".170",".191",".220","0.411","4","9",".189"
"Reddick, Josh",502210,2017,13,13.5,8.1,".314",".484",".363","0.847","82","231",".357"
"Gentry, Craig",502226,2017,2,20.5,9.4,".257",".386",".333","0.719","11","39",".314"
"Cahill, Trevor",502239,2017,0,22.2,5.6,".286",".357",".333","0.690","2","5",".304"
"Freeman, Mike",502273,2017,1,28.8,9.1,".100",".183",".182","0.365","1","11",".162"
"Heisey, Chris",502317,2017,1,27.8,6.3,".162",".270",".215","0.485","5","20",".213"
"Dyson, Jarrod",502481,2017,5,14.1,7.2,".251",".350",".324","0.674","30","121",".296"
"Murphy, Daniel",502517,2017,23,13,8.8,".322",".543",".384","0.927","93","290",".385"
"Gale, Rocky",502570,2017,1,20,0,".100",".400",".100","0.500","2","4",".198"
"Anderson, Chase",502624,2017,0,52.7,0,".135",".154",".135","0.289","3","8",".125"
"Goldschmidt, Paul",502671,2017,36,22.1,14.2,".297",".563",".404","0.967","120","314",".400"
"Peralta, Wily",503449,2017,0,26.7,6.7,".231",".231",".286","0.517","1","3",".237"
"Gonzalez, Marwin",503556,2017,23,19.2,9.5,".303",".530",".377","0.907","90","241",".382"
"Darvish, Yu",506433,2017,0,70,5,".059",".059",".111","0.170","0","1",".087"
"Amarista, Alexi",506560,2017,3,21.6,4,".238",".351",".269","0.620","19","59",".267"
"León, Sandy",506702,2017,7,24.6,8.3,".225",".354",".290","0.644","39","96",".279"
"Sanchez, Adrián",506703,2017,0,33.3,1.3,".268",".366",".288","0.654","11","26",".282"
"Peña, Francisco",506747,2017,2,30,0,".500","1.100",".500","1.600","2","11",".659"
"Cardullo, Stephen",506924,2017,0,21.9,9.4,".143",".143",".250","0.393","3","4",".197"
"Altuve, Jose",514888,2017,24,12.7,8.8,".346",".547",".410","0.957","81","323",".405"
"Tejada, Rubén",514913,2017,0,12.1,6.5,".230",".283",".293","0.576","5","32",".259"
"Hernández, César",514917,2017,9,18,10.6,".294",".421",".373","0.794","34","215",".346"
"Segura, Jean",516416,2017,11,14.7,6,".300",".427",".349","0.776","45","224",".334"
"Castro, Starlin",516770,2017,16,19.7,4.9,".300",".454",".338","0.792","63","201",".338"
"Marte, Starling",516782,2017,7,18.6,5.9,".275",".379",".333","0.712","31","117",".312"
"Sánchez, Héctor",516949,2017,8,28.7,3.5,".219",".423",".245","0.668","25","58",".277"
"Pirela, José",517369,2017,10,20.6,7.8,".288",".490",".347","0.837","40","153",".355"
"Bettis, Chad",518452,2017,0,40,6.7,".091",".091",".167","0.258","1","1",".131"
